2019-03-01 11:41:24,Cache Statistics,0,Cache records deleted due to TTL expiration,default
2019-03-01 11:41:24,Cache Statistics,4,Cache database nodes,default
2019-03-01 11:41:24,Cache Statistics,64,Cache database hash buckets,default
2019-03-01 11:41:24,Cache Statistics,287392,Cache tree memory total,default
2019-03-01 11:41:24,Cache Statistics,36048,Cache tree memory in use,default
2019-03-01 11:41:24,Cache Statistics,36640,Cache tree highest memory in use,default
2019-03-01 11:41:24,Cache Statistics,294912,Cache heap memory total,default
2019-03-01 11:41:24,Cache Statistics,33792,Cache heap memory in use,default
2019-03-01 11:41:24,Cache Statistics,33792,Cache heap highest memory in use,default
2019-03-01 11:41:24,Cache Statistics,0,Cache hits,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,0,Cache misses,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,0,Cache hits (from query),_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,0,Cache misses (from query),_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,0,Cache records deleted due to memory exhaustion,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,0,Cache records deleted due to TTL expiration,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,0,Cache database nodes,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,64,Cache database hash buckets,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,287392,Cache tree memory total,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,29608,Cache tree memory in use,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,29608,Cache tree highest memory in use,_bind (Cache: _bind)
2019-03-01 11:41:24,Cache Statistics,262144,Cache heap memory total,_bind (Cache: _bind)
